n_number,mfr_mdl_code,year_manufactured,aircraft_type_code,engine_type_code,certification_code,registration_status,cert_issue_date,expiration_date,owner_state,owner_country
2071M,7102816,1977.0,4,1,1N,V,1980-09-25,2028-08-31,MO,US
2071P,7102302,1956.0,5,1,1,V,2013-12-11,2029-12-31,MO,US
2071R,7102808,,4,1,1NU,V,2021-08-23,2028-08-31,MS,US
2071S,1180605,,6,3,UNKNOWN,V,2006-12-22,2029-04-30,MT,US
2071U,05608XE,2001.0,4,1,42,V,2000-06-01,2027-07-31,FL,US
2071W,1151408,1966.0,4,1,1U,V,2025-09-30,2032-09-30,KS,US
2071Y,7150001,1997.0,4,1,1U,V,2020-11-21,2027-11-30,CA,US
2072,5261402,1936.0,5,1,1,V,2020-05-18,2027-05-31,GA,US
20721,2072418,1974.0,4,8,1NU,V,2021-07-10,2028-07-31,NJ,US
20723,2371304,1938.0,4,1,1,V,2022-07-07,2029-07-31,WI,US
20725,2075816,1972.0,4,1,1N,V,2012-09-21,2028-09-30,WA,US
20726,0390308,,4,2,314,V,2022-06-17,2029-06-30,AR,US
20727,2072449,2020.0,4,1,1NU,V,2021-01-15,2028-01-31,DE,US
20729,2072418,1974.0,4,8,1NU,V,1996-08-12,2028-02-29,OH,US
2072C,05624FZ,1994.0,4,1,42,V,2000-01-20,2029-10-31,KS,US
2072D,0390208,2012.0,4,2,314,V,2020-08-13,2027-08-31,MT,US
2072E,05616RB,1990.0,4,1,42,V,2007-08-23,2028-01-31,NC,US
2072G,2072704,1958.0,4,1,1,V,2023-08-23,2030-08-31,CA,US
2072J,1880260,1988.0,2,0,1B,V,2000-09-28,2028-04-30,PA,US
2072M,1182107,1982.0,6,3,1N,V,1994-07-18,2027-10-31,WA,US
2072Q,2073709,,4,1,1N,V,2019-03-18,2029-03-31,NV,US
2072S,2072735,1979.0,4,1,1N,V,2024-05-05,2031-05-31,OR,US
2072T,7102811,1970.0,4,1,1N,V,1996-05-01,2030-04-30,MN,US
2072W,1151538,1965.0,4,1,1U,V,2015-01-14,2028-01-31,OK,US
2072X,3970106,,4,1,UNKNOWN,V,2023-08-16,2030-08-31,OH,US
2072Y,05616SL,1989.0,4,1,42,V,2025-10-10,2032-10-31,AK,US
2073,7831211,1926.0,4,1,434,V,2012-12-27,2028-12-31,MO,US
20730,2075816,1972.0,4,1,1,V,2001-01-04,2029-05-31,AZ,US
20731,7680306,1937.0,4,1,1,V,2024-02-09,2031-02-28,MT,US
20732,2371408,1938.0,4,1,1,V,2012-03-27,2028-03-31,MS,US
20734,2072418,1974.0,4,8,1NU,V,1980-04-04,2030-01-31,MO,US
20735,2075816,1972.0,4,1,1N,V,2005-06-09,2027-07-31,MS,US
20736,05608YQ,2001.0,4,1,42,V,2018-05-23,2028-05-31,PA,US
20737,1660212,1976.0,1,0,1N,V,2005-09-29,2028-05-31,NY,US
20738,2075816,,4,1,1N,V,2025-11-05,2032-11-30,FL,US
2073B,8190104,1948.0,4,1,1,V,2023-04-26,2030-04-30,IA,US
2073D,1151510,1953.0,4,1,1,V,2025-01-08,2032-01-31,NY,US
2073E,2072434,1978.0,4,1,1NU,V,2025-10-29,2032-10-31,MI,US
2073G,2072704,1958.0,4,1,1,V,1999-04-13,2030-01-31,MS,US
2073K,5870219,1982.0,4,1,1N,V,2025-10-26,2032-10-31,FL,US
2073L,1152744,1976.0,5,1,1N,V,2017-12-13,2027-12-31,NM,US
2073M,7102816,,4,1,1N,V,2022-09-17,2029-09-30,GA,US
2073N,2071602,1947.0,4,1,1,V,2023-05-30,2030-05-31,TX,US
2073R,2072716,1964.0,4,1,1N,V,2021-05-25,2028-05-31,OK,US
2073T,7102811,1970.0,4,1,1N,V,2025-04-06,2032-04-30,MD,US
2073W,1151538,1965.0,4,1,1U,V,2014-06-24,2027-06-30,NC,US
2073X,2210406,2000.0,4,1,1N,V,2019-05-07,2029-05-31,NH,US
2073Y,6400469,1941.0,4,1,1O,V,2023-01-12,2030-01-31,DE,US
2073Z,05649CA,1987.0,4,8,42,V,2017-03-29,2027-03-31,AZ,US
20740,2075816,1972.0,4,1,1N,V,2024-09-03,2031-09-30,PA,US
20742,2072418,1974.0,4,8,1NU,V,2020-04-07,2030-04-30,IA,US
20743,2075816,1972.0,4,1,1N,V,2025-02-10,2032-02-29,OK,US
20744,1880212,2023.0,2,0,1B,V,2023-10-15,2030-10-31,VA,US
20745,2072418,1974.0,4,8,1NU,V,2005-03-22,2029-10-31,OH,US
20746,2371410,1939.0,4,1,1,V,2003-12-04,2029-01-31,WA,US
20747,2072449,2020.0,4,1,1NU,V,2025-08-20,2032-08-31,DE,US
20748,1151242,1978.0,4,1,1NU,V,2014-05-01,2027-05-31,FL,US
2074A,2072426,1968.0,4,1,1NU,V,2023-08-20,2030-08-31,WY,US
2074C,8059504,2003.0,6,1,1N,V,2024-07-03,2031-07-31,FL,US
2074D,05624FF,1999.0,4,1,42,V,2023-01-26,2030-01-31,MN,US
2074E,2110102,1946.0,4,1,1,V,2015-05-12,2028-05-31,IL,US
2074G,1151510,,4,1,1U,V,2025-10-29,2032-10-31,CO,US
2074J,0970219,1998.0,4,1,310,V,2025-03-14,2032-03-31,KS,US
2074L,1152706,1976.0,5,1,1N,V,2025-02-21,2032-02-29,MT,US
2074Q,2073709,,4,1,1N,V,2022-08-09,2029-08-31,NY,US
2074U,5460114,1971.0,4,1,1N,V,2025-03-04,2032-03-31,TX,US
2074Y,2072410,1962.0,4,1,1,V,1980-01-22,2029-04-30,MT,US
2074Z,2071808,1963.0,4,1,1,V,2011-12-12,2027-12-31,NC,US
20750,05639J3,2020.0,4,8,42,V,2020-08-18,2027-08-31,CO,US
20751,2075816,1972.0,4,1,1N,V,2021-09-15,2028-09-30,MA,US
20752,2072821,1976.0,4,1,1N,V,2013-02-05,2029-02-28,AK,US
20753,1150538,,4,1,1N,V,1981-10-01,2028-07-31,TN,US
20754,1151254,1978.0,4,1,1N,V,2022-03-22,2029-03-31,FL,US
20755,2075816,1972.0,4,1,1N,V,2016-09-13,2029-09-30,KS,US
20756,2072418,1974.0,4,8,1NU,V,2013-03-26,2029-03-31,TX,US
20757,2075816,1972.0,4,1,1N,V,2015-04-27,2028-04-30,CA,US
20758,2071102,,4,1,1,V,2015-03-04,2028-03-31,CA,US
20759,2071102,1939.0,4,1,30,V,2024-10-04,2031-10-31,GA,US
2075A,1151254,1978.0,4,1,1N,V,2021-03-17,2028-03-31,NH,US
2075B,8190130,1948.0,4,1,1,V,1993-07-16,2028-01-31,MA,US
2075E,1151254,1978.0,4,1,1N,V,2022-07-23,2029-07-31,DE,US
2075G,2072704,1958.0,4,1,1,V,2023-09-11,2030-09-30,ID,US
2075J,2073012,1978.0,4,1,31,V,2014-02-13,2030-02-28,MS,US
2075L,1151242,,4,1,1NU,V,2023-06-05,2030-06-30,NC,US
2075M,7100510,1946.0,4,1,1,V,2009-10-22,2028-07-31,OH,US
2075Q,2073709,,4,1,1N,V,2019-03-07,2029-03-31,ND,US
2075R,7102808,1969.0,4,1,1U,V,2024-05-09,2031-05-31,OH,US
2075T,2130000,2000.0,4,1,1N,V,2022-08-09,2029-08-31,AR,US
2075W,1151538,1965.0,4,1,1U,V,2017-01-03,2030-01-31,AK,US
2075X,1151254,1978.0,4,1,1N,V,2024-03-08,2031-03-31,NY,US
2075Y,2072410,1962.0,4,1,1,V,2013-01-24,2029-01-31,WY,US
20760,2071102,,4,1,1,V,2018-10-30,2028-10-31,CA,US
20761,2075816,,4,1,1N,V,2021-06-08,2028-06-30,MD,US
20763,2072418,1974.0,4,8,1NU,V,2015-01-14,2028-01-31,NE,US
20764,2071102,1939.0,4,1,1,V,2025-12-17,2032-12-31,MN,US
20765,2071102,1939.0,4,1,1,V,2013-06-27,2029-06-30,AZ,US
20767,2075816,1972.0,4,1,1N,V,2017-07-18,2027-07-31,CO,US
20769,2075816,1972.0,4,1,1N,V,2013-05-10,2029-05-31,CO,US
2076A,1151242,1978.0,4,1,1NU,V,2021-06-29,2028-06-30,VT,US
2076B,0970106,1998.0,4,2,31,V,2021-04-22,2028-04-30,AL,US
2076D,1151510,1953.0,4,1,1,V,2020-03-16,2027-03-31,ID,US
2076E,2110102,1946.0,4,1,31,V,1988-08-26,2028-02-29,OH,US
2076G,2072704,1958.0,4,1,61330,V,2011-07-19,2027-07-31,CA,US
2076J,2072734,1981.0,4,1,1N,V,2023-05-26,2030-05-31,MN,US
2076K,8190104,1947.0,4,1,1,V,1984-06-05,2027-08-31,NY,US
2076L,1151604,1976.0,4,1,1U,V,2021-05-27,2028-05-31,TN,US
2076M,7102813,1977.0,4,1,1N,V,2016-10-04,2029-10-31,AZ,US
2076Q,2073709,1973.0,4,1,1N,V,2014-02-12,2030-02-28,NE,US
2076R,2073712,2019.0,4,2,1N,V,2021-03-22,2028-03-31,FL,US
2076S,2073449,1975.0,4,1,1N,V,2014-11-13,2027-11-30,WA,US
2076T,7102811,1970.0,4,1,1N,V,2016-04-20,2029-04-30,FL,US
2076U,05614S0,,4,1,UNKNOWN,V,2024-10-22,2031-10-31,IA,US
2076V,2071402,1947.0,4,1,1,V,1988-06-25,2027-07-31,NC,US
2076X,2072718,1965.0,4,1,1N,V,1996-07-24,2027-10-31,WI,US
2076Y,2072410,1962.0,4,1,1,V,1997-11-05,2028-10-31,NC,US
2076Z,2071808,1963.0,4,1,1,V,2024-05-17,2031-05-31,NC,US
2077,06102FL,,6,10,UNKNOWN,V,2024-08-30,2031-08-31,TX,US
20770,2072418,1974.0,4,8,1NU,V,1990-11-15,2029-01-31,CA,US
20771,2075816,1972.0,4,1,1N,V,2014-12-02,2027-12-31,IL,US
20773,2072439,2004.0,4,1,1NU,V,2015-12-19,2028-12-31,CA,US
20774,2075816,1972.0,4,1,1N,V,2023-01-25,2030-01-31,MO,US
20777,2075816,,4,1,1N,V,2025-11-13,2032-11-30,MI,US
20778,1150530,,4,1,UNKNOWN,V,2018-04-17,2028-04-30,NV,US
20779,1150538,1940.0,4,1,1N,V,2019-09-11,2029-09-30,TX,US
2077A,1151242,1978.0,4,1,1NU,V,2025-03-24,2032-03-31,DE,US
2077B,8190104,1948.0,4,1,1,V,2020-04-22,2030-04-30,NV,US
2077C,1151242,1978.0,4,1,1NU,V,2017-07-26,2027-07-31,TX,US
2077D,1151510,1953.0,4,1,1,V,2024-06-11,2031-06-30,CA,US
2077G,2072704,1958.0,4,1,1,V,2021-10-25,2028-10-31,OK,US
2077H,0420326,1946.0,4,1,1,V,2016-03-23,2029-03-31,SD,US
2077J,05624DQ,1993.0,4,1,42,V,1993-10-25,2028-07-31,IL,US
2077N,2072738,2004.0,4,2,1N,V,2025-05-20,2032-05-31,CO,US
2077Q,2073709,1973.0,4,1,1N,V,2013-11-22,2029-11-30,KS,US
2077T,7102811,1970.0,4,1,1N,V,2017-02-08,2027-02-28,NE,US
2077U,5460114,1971.0,4,1,1N,V,2013-04-12,2029-04-30,WI,US
2078,06102HG,,6,10,UNKNOWN,V,2025-04-18,2032-04-30,TX,US
20781,05608YI,1997.0,4,1,42,V,2012-06-15,2028-06-30,SC,US
20782,2071002,,4,1,1,V,2017-04-24,2030-04-30,WA,US
20784,7102807,1978.0,4,1,1NU,V,2024-02-03,2031-02-28,IL,US
20785,2075816,,4,1,1N,V,2024-03-12,2031-03-31,FL,US
20786,2072821,1976.0,4,1,0,V,1982-07-01,2027-10-31,AK,US
20787,7103212,1978.0,4,1,1N,V,2015-07-06,2028-07-31,TX,US
20789,2072418,1974.0,4,8,1NU,V,2025-09-26,2032-09-30,WA,US
2078A,7102816,1978.0,4,1,1N,V,2023-03-03,2030-03-31,KS,US
2078B,7103216,1979.0,4,1,1N,V,2023-07-19,2030-07-31,CA,US
2078D,5760206,1977.0,1,0,1G,V,2023-01-31,2030-01-31,NY,US
2078G,2072704,,4,1,UNKNOWN,V,2023-11-29,2030-11-30,NM,US
2078H,0420322,1946.0,4,1,1,V,2024-03-01,2031-03-31,OH,US
2078L,1880216,,2,0,1,V,2021-10-18,2028-10-31,IA,US
2078R,2072716,1964.0,4,1,1N,V,2024-07-21,2031-07-31,PA,US
2078S,0420326,,4,1,1N,V,2021-02-03,2028-02-29,MT,US
2078T,7102811,1970.0,4,1,1N,V,2017-05-23,2027-05-31,AZ,US
2078U,05606EQ,2002.0,4,1,43,V,2025-02-03,2032-02-29,AZ,US
2078V,2071402,1947.0,4,1,1,V,2022-07-12,2029-07-31,WI,US
2078W,1152708,1966.0,5,1,1N,V,2011-08-05,2027-08-31,CA,US
2078Y,2072410,1962.0,4,1,1,V,2011-05-13,2027-05-31,OR,US
2078Z,2071808,1963.0,4,1,1,V,2018-10-23,2028-10-31,TX,US
20791,2075816,1972.0,4,1,1NU,V,2018-05-14,2028-05-31,WY,US
20792,2072418,1974.0,4,8,1NU,V,2020-01-27,2030-01-31,NC,US
20793,2075816,1972.0,4,1,1N,V,,,CO,US
20795,704031J,1990.0,4,1,42,V,2014-07-14,2027-07-31,WI,US
20796,1050117,2006.0,2,0,1B,V,2006-07-25,2027-10-31,CO,US
20797,2075816,1972.0,4,1,1N,V,2019-03-23,2029-03-31,FL,US
20798,1150558,1939.0,4,1,1,V,1985-07-16,2027-11-30,TN,US
2079B,1880219,1988.0,2,0,1B,V,2017-05-22,2027-05-31,NM,US
2079E,2110102,,4,1,1,V,2024-12-09,2031-12-31,CO,US
2079G,2072704,1958.0,4,1,1,V,2004-09-16,2028-04-30,NJ,US
2079L,1151604,,4,1,1U,V,2025-10-08,2032-10-31,TN,US
2079M,7102813,1977.0,4,1,1N,V,2002-09-09,2028-04-30,OH,US
2079N,7104402,1979.0,5,1,1N,V,2018-05-09,2028-05-31,FL,US
2079Q,2073709,1974.0,4,1,1N,V,2016-03-15,2029-03-31,PA,US
2079R,7102808,1969.0,4,1,1NU,V,1996-01-24,2029-05-31,NJ,US
2079S,05614WL,,4,1,42,V,2020-09-28,2027-09-30,IN,US
2079T,7102811,1970.0,4,1,1N,V,2009-03-27,2029-10-31,UT,US
2079W,7104402,1979.0,5,1,1N,V,2017-03-02,2030-03-31,CA,US
2079X,7103216,1979.0,4,1,1N,V,2018-03-15,2028-03-31,MI,US
2079Y,7102817,1979.0,4,1,1N,V,2023-02-16,2030-02-28,IN,US
2079Z,2071808,1963.0,4,1,1,V,2023-07-21,2030-07-31,TN,US
207A,05623F8,1993.0,4,1,42,V,2022-08-13,2029-08-31,TX,US
207AA,06102FE,,4,7,UNKNOWN,V,2023-09-18,2030-09-30,TX,US
207AB,7102803,1989.0,4,1,1NU,V,2023-07-28,2030-07-31,FL,US
207AC,0141104,,5,1,1N,V,2022-11-16,2029-11-30,KS,US
207AE,2130004,2024.0,4,1,1N,V,2024-04-25,2031-04-30,ME,US
207AF,1152510,1955.0,5,1,1N,V,2008-02-06,2029-07-31,DE,US
207AG,05634OH,2015.0,6,8,42,V,2023-03-04,2030-03-31,MT,US
207AH,4220006,2007.0,5,5,1N,V,2023-08-09,2030-08-31,IN,US
207AK,056349K,,7,8,UNKNOWN,V,2016-07-19,2029-07-31,ME,US
207AL,2073303,2015.0,4,1,1N,V,2023-01-23,2030-01-31,FL,US
207AM,056042F,2000.0,4,1,42,V,1997-06-16,2027-07-31,MN,US
207AN,3260410,2015.0,5,5,1T,V,2015-07-06,2028-07-31,TX,US
207AR,5870227,2006.0,4,1,1N,V,2021-04-19,2028-04-30,TX,US
207AS,8822203,1977.0,1,0,43,V,2020-07-21,2027-07-31,CA,US
207AU,5200000,2008.0,4,1,1N,V,2023-06-06,2030-06-30,VA,US
207AW,5170707,2005.0,5,5,1T,V,2023-01-16,2030-01-31,NY,US
207AX,1385170,2001.0,5,5,1T,V,2020-07-21,2027-07-31,OH,US
207BA,06001A7,2022.0,4,8,9A,V,2023-06-14,2030-06-30,WI,US
207BB,05642Z3,,2,1,UNKNOWN,V,2025-03-21,2032-03-31,HI,US
207BC,4500205,1997.0,5,5,1T,V,2023-06-13,2030-06-30,TX,US
207BG,2076615,2006.0,5,5,1N,V,2021-04-10,2028-04-30,FL,US
207BH,2073615,1982.0,4,1,1N,V,2022-05-09,2029-05-31,PA,US
207BW,056221I,,2,0,UNKNOWN,V,2014-04-29,2030-04-30,CO,US
207CA,2072449,2023.0,4,1,1NU,V,2024-01-15,2031-01-31,AL,US
207CB,7102807,2017.0,4,1,1NU,V,2018-02-08,2028-02-29,CA,US
207CC,2073614,1979.0,4,2,1N,V,1999-05-07,2030-04-30,DE,US
207CD,2072738,2007.0,4,2,1N,V,2020-03-23,2030-03-31,AZ,US
207CH,2073602,1969.0,4,1,1N,V,2025-10-08,2032-10-31,OK,US
207CJ,2076628,,5,5,UNKNOWN,V,2025-02-11,2032-02-29,AL,US
207CP,1182108,,6,3,1N,V,2022-03-09,2029-03-31,LA,US
207CW,05630TA,,4,1,42,V,2023-03-15,2030-03-31,AK,US
207CZ,2073602,1976.0,4,1,1N,V,2024-11-18,2031-11-30,DE,US
207D,1151510,1957.0,4,1,1,V,2023-05-26,2030-05-31,NV,US
207DA,2073615,,4,1,1N,V,2025-05-13,2032-05-31,PA,US
207DB,056426T,2025.0,4,1,42,V,2025-05-30,2032-05-31,OR,US
207DC,05623I0,2007.0,9,7,42,V,2007-05-10,2027-05-31,NY,US
207DD,2073602,1969.0,4,1,1N,V,2018-01-05,2028-01-31,TX,US
207DF,2073614,1978.0,4,2,1N,V,2023-09-22,2030-09-30,FL,US
207DG,2073612,1969.0,4,1,6130,V,1999-06-28,2027-07-31,AK,US
207DH,1181511,1983.0,6,3,1N,V,2020-05-19,2027-05-31,LA,US
207DK,05622LV,2007.0,4,1,42,V,2007-02-08,2030-01-31,WI,US
207DL,2073615,1981.0,4,1,1N,V,2024-11-25,2031-11-30,  ,  
207DM,05655GW,1985.0,4,1,42,V,2025-09-16,2032-09-30,PA,US
207DR,2073604,,4,1,1N,V,2017-04-19,2030-04-30,TX,US
207DS,06102FE,,4,7,UNKNOWN,V,2023-09-18,2030-09-30,TX,US
207DV,2130001,2002.0,4,1,1N,V,2018-12-21,2028-12-31,MI,US
207E,2110102,1946.0,4,1,1N,V,2013-02-22,2029-02-28,NE,US
207EA,3350000,2008.0,5,5,1N,V,2023-11-20,2030-11-30,UT,US
207EC,2072306,1952.0,4,1,1,V,2007-11-05,2028-10-31,ME,US
207EH,1182108,1992.0,6,3,1N,V,2023-01-17,2030-01-31,TX,US
207EN,0563132,2012.0,4,8,42,V,2012-07-24,2028-07-31,MI,US
207ER,9000001,2017.0,6,1,1N,V,2022-04-12,2029-04-30,IN,US
207EV,1380204,,5,1,2,V,2019-02-23,2029-02-28,MA,US
207F,05625EJ,1945.0,5,1,43,V,2001-07-03,2028-04-30,NV,US
207FD,2073605,1982.0,4,1,1N,V,2019-11-06,2029-11-30,PA,US
207FL,06102FP,,6,10,UNKNOWN,V,2024-08-08,2031-08-31,GA,US
207FR,3940006,2010.0,5,5,1T,V,2023-07-24,2030-07-31,UT,US
207FS,118140A,,6,3,UNKNOWN,V,2025-06-06,2032-06-30,FL,US
207G,2073602,1969.0,4,1,1N,V,2024-12-19,2031-12-31,VI,VI
207GA,05691GJ,1992.0,4,1,42,V,2001-08-27,2028-01-31,NH,US
207GH,2073615,,4,1,1N,V,2021-09-20,2028-09-30,MI,US
207GM,2073602,1973.0,4,1,1N,V,2007-01-04,2029-04-30,ME,US
207GR,2073615,1979.0,4,1,1N,V,2007-03-20,2029-10-31,CO,US
207GS,05638TF,,6,1,UNKNOWN,V,2019-08-21,2029-08-31,LA,US
207GT,06102FE,,4,7,UNKNOWN,V,2023-09-18,2030-09-30,TX,US
207GX,060006H,2009.0,4,8,9A,V,2023-02-22,2030-02-28,FL,US
207H,1390016,,5,5,UNKNOWN,V,2022-07-27,2029-07-31,UT,US
207HA,2073605,,4,1,1N,V,2011-06-24,2027-06-30,FL,US
207HB,1152922,1995.0,5,2,1N,V,2005-10-05,2028-07-31,WA,US
207HG,0260131,,6,3,UNKNOWN,V,2026-01-06,2033-01-31,NV,US
207HP,2072436,1982.0,4,1,1NU,V,2003-01-23,2029-05-31,AL,US
207HS,06102FE,,4,7,UNKNOWN,V,2023-09-18,2030-09-30,TX,US
207HV,7102813,1978.0,4,1,1N,V,2025-09-18,2032-09-30,  ,AT
207J,2073304,1965.0,4,1,1N,V,2025-11-10,2032-11-30,DE,US
207JB,1900305,1996.0,5,5,1T,V,2021-12-20,2028-12-31,AZ,US
207JJ,2121000,2020.0,4,1,1NA,V,2025-05-08,2032-05-31,TX,US
207JL,059013O,2003.0,4,7,48A,V,2009-07-08,2027-10-31,FL,US
207JP,2073602,1974.0,4,1,1N,V,2017-10-16,2027-10-31,ME,US
207JQ,3260121,2008.0,5,5,1T,V,2017-01-31,2030-01-31,IN,US
207JR,056361J,1985.0,4,1,43,V,1985-10-15,2028-09-30,TX,US
207JT,7106001,1979.0,5,1,1N,V,2012-10-11,2028-10-31,ME,US
207K,7450005,1994.0,5,5,1T,V,2022-04-30,2029-04-30,DE,US
207KM,5460114,1971.0,4,1,1N,V,2018-08-08,2028-08-31,CA,US
207KQ,7320001,2017.0,4,2,1N,V,2019-10-23,2029-10-31,AZ,US
207KT,06102FE,,4,7,UNKNOWN,V,2023-09-18,2030-09-30,TX,US
207LA,0390308,2005.0,4,2,314,V,2005-06-06,2027-07-31,TX,US
207LB,5180031,2004.0,2,0,443,V,2022-03-29,2029-03-31,WI,US
207LH,70218DG,1997.0,4,1,1NA,V,2006-04-24,2030-01-31,DE,US
207LL,056049L,2002.0,4,1,42,V,1997-08-25,2028-01-31,TX,US
207LS,5870216,1968.0,4,1,1N,V,2023-11-09,2030-11-30,TX,US
207LT,056293J,2011.0,4,8,42,V,2010-10-01,2029-10-31,TX,US
207MA,7103212,,4,1,1N,V,2021-07-16,2028-07-31,MO,US
207MC,0560468,1998.0,4,1,42,V,2023-05-01,2030-05-31,FL,US
207MD,7103105,1976.0,5,1,1N,V,2017-07-21,2027-07-31,OR,US
207MH,1182108,1989.0,6,3,1N,V,2014-04-04,2030-04-30,LA,US
207MJ,5910106,1966.0,5,4,1U,V,1996-05-06,2027-04-30,CT,US
207MM,2076615,2002.0,5,5,1N,V,2012-12-10,2028-12-31,ME,US
207MR,2073604,1996.0,4,1,1N,V,2003-09-04,2028-08-31,AK,US
207MS,05623OM,,4,1,UNKNOWN,V,2007-10-22,2028-07-31,CO,US
207MZ,05625OS,2008.0,4,1,42,V,2016-08-12,2029-08-31,MN,US
207NE,2072602,1954.0,4,1,1,V,2022-03-23,2029-03-31,AK,US
207NK,05607HQ,2000.0,4,1,42,V,2023-05-28,2030-05-31,NV,US
207NN,2073602,1969.0,4,1,1N,V,2003-11-10,2028-10-31,NJ,US
207NV,3940006,2013.0,5,5,1T,V,2021-09-09,2028-09-30,NV,US
207NW,7090553,2020.0,4,2,1N,V,2020-07-30,2027-07-31,OK,US
207NX,7090553,2010.0,4,2,1N,V,2022-11-23,2029-11-30,UT,US
207P,1152911,1995.0,5,2,1N,V,2022-05-13,2029-05-31,SD,US
207PA,2073612,1970.0,4,1,1N,V,2007-03-21,2030-03-31,OH,US
207PB,2072703,2006.0,4,1,1N,V,2006-08-21,2028-02-29,MD,US
207PD,7640120,2003.0,6,1,1N,V,2013-07-24,2029-07-31,MA,US
207PJ,05642HY,,4,1,UNKNOWN,V,2024-09-05,2031-09-30,GA,US
207PK,2210410,2019.0,4,1,1N,V,2021-06-23,2028-06-30,ME,US
207PS,1390008,2003.0,5,5,1T,V,2020-07-08,2027-07-31,UT,US
207QS,1390009,2025.0,5,5,1T,V,2026-01-05,2033-01-31,OK,US
207R,1390009,2011.0,5,5,1T,V,2025-10-06,2032-10-31,DE,US
207RA,2073701,2014.0,4,2,1N,V,2024-01-03,2031-01-31,TN,US
207RB,2073605,1980.0,4,1,1N,V,2017-10-05,2027-10-31,AK,US
207RC,0563375,2021.0,4,8,42,V,2021-11-15,2028-11-30,FL,US
207RD,3960106,1977.0,4,1,1NU,V,2024-06-06,2031-06-30,IN,US
207RF,06001AO,2015.0,4,1,9A,V,2015-08-26,2028-08-31,ME,US
207RH,1182108,1991.0,6,3,1N,V,2017-02-15,2030-02-28,AZ,US
207RM,1380108,,4,1,UNKNOWN,V,2025-01-21,2032-01-31,DE,US
207RP,5870220,,4,1,1N,V,2024-11-20,2031-11-30,CA,US
207RS,2076018,1984.0,5,2,1N,V,2022-07-07,2029-07-31,TX,US
207RV,06001B1,,4,8,UNKNOWN,V,2025-12-28,2032-12-31,OR,US
207SA,2072701,1998.0,4,1,1N,V,2012-11-21,2028-11-30,TN,US
207SB,1152916,,5,2,1N,V,2021-04-29,2028-04-30,FL,US
207SD,1181407,,6,3,UNKNOWN,V,2007-11-26,2028-12-31,FL,US
207SJ,1182206,,6,3,1N,V,2025-04-22,2032-04-30,DE,US
207SL,2130000,2025.0,4,1,1N,V,2025-12-16,2032-12-31,ME,US
207SR,2073615,,4,1,1N,V,2025-12-23,2032-12-31,NC,US
207SS,2076020,1980.0,5,2,32,V,2005-12-12,2029-03-31,FL,US
207ST,7090051,1994.0,4,2,1N,V,2017-08-29,2027-08-31,MD,US
207SW,05640JL,,4,1,UNKNOWN,V,2021-10-07,2028-10-31,NY,US
207SY,3260415,2017.0,5,5,1T,V,2017-04-06,2030-04-30,UT,US
207TA,0600006,2009.0,4,8,9A,V,2023-05-13,2030-05-31,AL,US
207TB,3350000,2008.0,5,5,1N,V,2024-03-06,2031-03-31,CA,US
207TC,2301214,1991.0,2,0,1B,V,2014-06-23,2027-06-30,MI,US
207TF,2073615,1978.0,4,1,1N,V,2022-09-24,2029-09-30,CA,US
207TJ,0562225,2007.0,4,1,42,V,2007-05-24,2027-07-31,WI,US
207TN,06001AG,2014.0,4,8,9A,V,2025-06-27,2032-06-30,FL,US
207TP,05617R6,2004.0,4,1,42,V,2025-09-16,2032-09-30,CO,US
207TV,1181511,1979.0,6,3,6131,V,2023-12-31,2030-12-31,TX,US
207UJ,05624HI,2010.0,1,1,42,V,2021-03-15,2028-03-31,WI,US
207US,0330403,2022.0,4,8,1N,V,2024-04-20,2031-04-30,DE,US
207V,3371302,1930.0,4,1,1,V,2007-01-03,2029-04-30,OH,US
207VA,2073602,1975.0,4,1,1N,V,2020-01-09,2030-01-31,AK,US
207VR,7103206,,4,1,1N,V,2024-04-06,2031-04-30,WI,US
207VW,2073602,1975.0,4,1,1N,V,2001-09-21,2028-04-30,WA,US
207W,2072714,1963.0,4,1,1N,V,2018-12-12,2028-12-31,ID,US
207WC,0600015,2007.0,4,8,9A,V,2007-11-07,2028-10-31,MN,US
207WF,0600001,2007.0,4,8,9A,V,2015-07-21,2028-07-31,CA,US
207WM,2130001,2008.0,4,1,1N,V,2015-07-24,2028-07-31,FL,US
207WN,1384404,2005.0,5,5,1T,V,2005-04-13,2030-03-31,TX,US
207WT,7150001,2000.0,4,1,1U,V,2024-10-03,2031-10-31,TX,US
207WW,7104652,2023.0,4,2,1N,V,2024-03-06,2031-03-31,ME,US
207X,70218DG,2005.0,4,1,1NA,V,2016-12-12,2029-12-31,FL,US
207XP,0590373,1985.0,4,7,48A,V,2007-10-05,2028-08-31,TN,US
207XX,4831705,,6,3,43,V,2016-04-18,2029-04-30,CO,US
207YH,2073605,1980.0,4,1,1N,V,2020-06-04,2027-06-30,AK,US
207YK,1140000,1996.0,4,1,43,V,2023-09-30,2030-09-30,NY,US
207ZC,7150001,,4,1,UNKNOWN,V,2017-05-24,2027-05-31,TX,US
207ZM,1152740,1993.0,5,1,1N,V,2018-07-10,2028-07-31,NV,US
208,2073702,2002.0,4,2,1N,V,2024-07-18,2031-07-31,AK,US
20801,2075816,1973.0,4,1,6134,V,2024-07-30,2031-07-31,ID,US
